,JobTitle,Require
2156,UI/UX DESIGNER,"SKETCH,FIGMA,HTML,CSS,PHOTOSHOP"
2157,BUSINESS ANALYST," AGILE,  BUSINESS ANALYST, PROJECT MANAGER"
2158,JAVA,"SCALA,HTML"
2159,DEVOPS,"DEVOPS,AWS,AGILE, ACCEPTED"
2160,PROJECT MANAGER," PROJECT LEADER,  PROJECT MANAGER, ENGLISH,  PROJECT COORDINATOR"
2161,DEVOPS,"JAVA,POWERSHELL,PUPPET,BASH,PERL"
2162,FRONTEND," JAVASCRIPT,  PHP, MAGENTO,  FULL-STACK,  GIT,  SQL,  AGILE & SCRUM,  REACTJS,  AWS"
2163,MOBILE,"IOS,DEVOPS,ANDROID"
2164,DEVOPS,"JAVA,PUPPET,PYTHON"
2165,DATA,"POSTGRESQL,SQL,GOLANG,APACHE,PYTHON,JAVA"
2166,BACKEND,"GOLANG,CI/CD,NOSQL,KUBERNETES,PHP,APACHE"
2167,DATA,"POSTGRESQL,SQL,POWER BI,SNOWFLAKE,JAVA,SPARK"
2168,IT HELPDESK," LINUX,  IT SUPPORT, ENGLISH"
2169,FULLSTACK,"GIT,GITHUB,POSTGRESQL,TAILWIND,LINUX"
2170,FULLSTACK," SYMFONY,  PHP, LINUX,  DOCKER,  VUEJS"
2171,SOFTWARE,"TECHNICAL MANAGER, SPRING, JAVA, SOLUTION ARCHITECT, AWS"
2172,SOFTWARE,"C#,R"
2173,SOFTWARE,"MICROSOFT DYNAMICS AX, MS SQL, .NET, D365 FO, MICROSOFT DYNAMICS 365"
2174,UI/UX DESIGNER,"JAVASCRIPT,ADOBE XD,FIGMA"
2175,DEVOPS,"DEVOPS,CLOUD,AWS"
2176,PHP,"WORDPRESS, PHP, JAVASCRIPT"
2177,C/C++,"C LANGUAGE, EMBEDDED, TESTER"
2178,FULLSTACK,"JWT,TAILWIND,REDIS,AWS,GITHUB"
2179,UI/UX DESIGNER,"ADOBE XD,SKETCH,FIGMA,CSS"
2180,FRONTEND,"UX DESIGN, JAVASCRIPT, FRONT-END, REACTJS, TYPESCRIPT, BACK-END"
2181,IT HELPDESK," DATABASE,  IT SUPPORT, SQL"
2182,BUSINESS ANALYST,"IT SUPPORT, BUSINESS ANALYST, ENGLISH"
2183,DATA,"PYTHON,SNOWFLAKE,KAFKA,MONGODB,TABLEAU"
2184,TESTER,"PYTHON,C#,JAVASCRIPT,JAVA,KOTLIN"
2185,DEVOPS,"TYPESCRIPT, DEVOPS, RUBY"
2186,SOFTWARE," PYTHON,  JAVA, TEAM LEADER"
2187,JAVA," SQL,  JAVA, J2EE"
2188,UI/UX DESIGNER,"SKETCH,PHOTOSHOP,FIGMA,ADOBE XD,JAVASCRIPT"
2189,TESTER,"JAVASCRIPT,KOTLIN,JAVA,RUBY,PYTHON,C#"
2190,BUSINESS ANALYST,"EXCEL,POWER BI,VISIO"
2191,RUBY,"HTML5, ENGLISH, RUBY ON RAILS"
2192,SOFTWARE ARCHITECT," DOCKER,  GOLANG, WEB,  TECHNICAL MANAGER,  CI/CD"
2193,FRONTEND,"NPM,NEXTJS,CSS,GRAPHQL,REACTJS"
2194,C++,"C++,TEAM LEADER,OOP"
2195,GAME,"UNITY,C#,UNITY3D"
2196,DATA ANALYST,"GITHUB,SAS,R"
2197,MOBILE,"JAVA,REACT NATIVE,PYTHON,RUST,KOTLIN,SCALA"
2198,DATA ANALYST,"PYTHON,JAVA,POWER BI,SQL,GITHUB,R"
2199,FULLSTACK,"REACTJS,MONIT,GITHUB,REDIS,AWS"
2200,BACKEND,"APACHE,DOCKER,CI/CD,NOSQL,KAFKA,KUBERNETES"
2201,DEVOPS,"RUBY,PYTHON,GOLANG"
2202,SOFTWARE,"NODEJS, JAVA, TEAM LEADER"
2203,FULLSTACK,"REACTJS,POSTGRESQL,LINUX,NODEJS,MONIT"
2204,MOBILE,"ANDROID,KOTLIN,JAVA, ACCEPTED"
2205,MOBILE,"KOTLIN,JAVA,RUST,RUBY,C++,PYTHON"
2206,DATA," SCALA,  DATABASE, PYTHON"
2207,MOBILE,"SWIFT, IOS, OBJECTIVE C"
2208,DATA ANALYST,"C/C++,PYTHON,JAVASCRIPT"
2209,PHP," MYSQL,  DESIGNER, PHP"
2210,JAVA,"SCALA,JAVA,JSON"
2211,.NET,".NET,ASP.NET,OOP"
2212,DEVOPS,"DEVOPS,AWS,LINUX"
2213,PHP," LARAVEL,  PHP, REST API,  BACK-END"
2214,TESTER,"RUBY,PHP"
2215,DATABASE ADMINISTRATOR,"SQL SERVER, MYSQL, ORACLE"
2216,.NET,"C#, ENGLISH, .NET"
2217,UI/UX DESIGNER,"DESIGNER, UI-UX, ENGLISH"
2218,JAVA,"JAVA,SPRING,MYSQL"
2219,FRONTEND,"HTML & CSS, JAVASCRIPT, CI/CD, REACT/TYPESCRIPT, NEXTJS"
2220,PHP,"LARAVEL, PHP, VUEJS"
2221,FRONTEND,"HTML,GRAPHQL,GIT,REACTJS,GITHUB,NEXTJS"
2222,FULLSTACK," FULL-STACK,  JAVASCRIPT, NODEJS,  REACT,  TYPESCRIPT"
2223,IT HELPDESK,"IT SERVICE,ITIL/ITSM"
2224,SOFTWARE,"PYTHON,JAVASCRIPT,SQL,C#,GOLANG"
2225,SOFTWARE," SOFTWARE ARCHITECT,  MANAGER, CLOUD"
2226,TESTER,"JAVASCRIPT,PYTHON,KOTLIN,C#,JAVA"
2227,BACKEND,"MYSQL, PHP, WORDPRESS, RESTFUL API, WOOCOMMERCE, BACK-END"
2228,FULLSTACK,"NODEJS,JWT,POSTGRESQL,AWS,RESTFUL APIS,GIT"
2229,DATA ANALYST,"SQL,JAVA,JULIA,MATLAB,POWER BI,SAS"
2230,MOBILE,"IOS, ANDROID, SWIFT, MOBILE, JAVA"
2231,DEVOPS,"JAVA,RUBY,PHP"
2232,MOBILE,"REACT NATIVE,C++,RUST,RUBY,KOTLIN,JAVASCRIPT"
2233,DEVOPS,"GOLANG,PYTHON,JAVASCRIPT,POWERSHELL"
2234,FRONTEND,"TYPESCRIPT,GITHUB,CSS,REACTJS,GIT"
2235,FRONTEND,"GIT,TYPESCRIPT,CSS,ANGULAR,NEXTJS,GRAPHQL"
2236,NETWORK,"IT SUPPORT, NETWORKING, SYSTEM"
2237,TESTER," ENGLISH,  AUTOMATION TEST, QA QC"
2238,FULLSTACK," WORDPRESS,  PHP, JAVASCRIPT,  VUEJS"
2239,RUBY,"RUBY,MYSQL,RUBY ON RAILS"
2240,CLOUD," PYTHON,  CLOUD, NOSQL"
2241,GAME,"GOLANG,C#,DART,C++,HTML5"
2242,DATA ANALYST,"PYTHON,MATLAB"
2243,DATA ANALYST,"GITHUB,JAVA,PYTHON,C/C++,SQL,R"
2244,TESTER,"JAVA,  QA, TESTER"
2245,TESTER,"QA QC, TESTER"
2246,FRONTEND,"ENGLISH, JAVASCRIPT, REACTJS"
2247,CLOUD,"PYTHON, NOSQL, CLOUD"
2248,BUSINESS ANALYST,"MONGODB,SQL"
2249,BACKEND,"GIT,NOSQL,PYTHON"
2250,.NET,"REDIS,GIT,.NET CLI,REST"
2251,.NET,"HTML & CSS, C#, JAVASCRIPT, .NET CORE, ASP.NET MVC"
2252,FULLSTACK,"REACTJS,REDIS,RESTFUL APIS,JWT"
2253,BACKEND,".NET,ASP.NET,C#"
2254,GAME,"GAMES, ANDROID, UNITY"
2255,TESTER,"PYTHON,PHP,JAVA,JAVASCRIPT,RUBY,KOTLIN"
2256,FRONTEND,"NODEJS, JAVASCRIPT, UX/UI DESIGN, FRONT-END, NOSQL, VUEJS"
2257,DEVOPS,"DOCKER, DEVOPS, AWS, KUBERNETES"
2258,FRONTEND,"REACT NATIVE,FLUTTER,ANDROID"
2259,SALESFORCE," SOFTWARE, SALESFORCE"
2260,BUSINESS ANALYST," DATABASE,  BUSINESS ANALYST, AGILE"
2261,BUSINESS ANALYST,"ENGLISH, BUSINESS ANALYST, JAPANESE"
2262,SOFTWARE,"R,JAVASCRIPT,C#,C++,JAVA"
2263,DATA,"SPARK,MONGODB,GOLANG,POWER BI,KAFKA,JAVA"
2264,DEVOPS,"RUBY,SQL,GOLANG,PUPPET,JAVASCRIPT,BASH"
2265,FRONTEND,"GRAPHQL,REACTJS,CSS,VUEJS,GIT"
2266,FULLSTACK,"TAILWIND,LINUX,NODEJS,POSTGRESQL,REACTJS"
2267,BACKEND,"JAVA,ELASTICSEARCH,BACK-END,HIBERNATE,SPRING,SPRING BOOT"
2268,GAME,"JAVA,HTML5,LUA,JAVASCRIPT"
2269,UI/UX DESIGNER,"ADOBE XD,SKETCH,XML,JAVASCRIPT"
2270,TESTER,"ENGLISH, TESTER"
2271,MOBILE,"AGILE, SWIFT, FLUTTER"
2272,SOFTWARE," CSS,  PYTHON, JAVASCRIPT"
2273,PRODUCT MANAGER,"AGILE,PRODUCT MANAGER,PRODUCT MANAGER"
2274,UI/UX DESIGNER,"ADOBE XD,SKETCH,HTML,FIGMA,PHOTOSHOP"
2275,FULLSTACK," AGILE,  .NET, ANGULAR"
2276,DATABASE ADMINISTRATOR," DATABASE,  ORACLE, SQL SERVER"
2277,SOLUTION ARCHITECT," AWS,  JAVA, SPRING"
2278,BACKEND,"NODEJS,SQL,AGILE"
2279,TESTER,"TESTER, QA QC, AUTOMATION TEST"
2280,PHP,"JAVASCRIPT, OOP, PHP, VUEJS, LARAVEL"
2281,CLOUD,"DOCKER,OPENSTACK DEVELOPMENT,CLOUD,CI/CD,KUBERNETES"
2282,FRONTEND,"FRONT-END, JAVASCRIPT, REACTJS, ANGULAR, VUEJS"
2283,DATABASE ADMINISTRATOR,"SQL, DATABASE"
2284,DATA ANALYST,"SCALA,JAVA,PYTHON,POWER BI"
2285,FULLSTACK," FULL-STACK,  C#, .NET,  ANGULAR,  .NET CORE"
2286,PHP,"CSS,SQL,HTML,JQUERY,PHP,LINUX"
2287,UI/UX DESIGNER,"JAVASCRIPT,SKETCH,ADOBE XD,FIGMA,XML"
2288,PHP,"LARAVEL, PHP, MYSQL"
2289,FULLSTACK,"TAILWIND,AWS,RESTFUL APIS,GITHUB,REDIS,GIT"
2290,DATA,"JAVA,PYTHON,KUBERNETES"
2291,SOFTWARE,"SQL,R,JAVA,C#,RUBY"
2292,FULLSTACK,"C#, PHP, JAVA"
2293,GAME,"GAME, GAME DESIGN"
2294,SOFTWARE,"C++,GOLANG,JAVASCRIPT,SQL,PYTHON,JAVA"
2295,UI/UX DESIGNER,"ADOBE XD,PHOTOSHOP,SKETCH,HTML,XML"
2296,FULLSTACK," JAVASCRIPT,  AWS, ENGLISH"
2297,PHP,"LINUX,JAVASCRIPT,SQL,CSS,MYSQL"
2298,FRONTEND,"JAVASCRIPT, DESIGNER, HTML5"
2299,GAME,"UNITY,JAVA,C#"
2300,BACKEND,"PHP,GOLANG,SQL,DOCKER,PYTHON,NOSQL"
2301,MOBILE,"C++,RUBY,SCALA"
2302,BACKEND,"KAFKA,PYTHON,SQL"
2303,PRODUCT MANAGER,"PRODUCT MANAGER,ENGLISH,AGILE"
2304,DATA ANALYST,"PYTHON,MATLAB,POWER BI,SQL,SAS,JAVA"
2305,FULLSTACK,"JAVA,JAVASCRIPT,REACTJS"
2306,TESTER,"PHP,C#,KOTLIN,RUBY"
2307,DATA ANALYST,"SQL,JULIA,GITHUB,SAS,R"
2308,TESTER,"JAVA, TESTER, JAVASCRIPT"
2309,TESTER,"JAVA,  TESTER, QA QC"
2310,PROJECT MANAGER,"BRIDGE, JAPANESE, PROJECT MANAGER"
2311,FRONTEND,"TYPESCRIPT,NEXTJS,GITHUB,ANGULAR"
2312,BACKEND,"AWS, NODEJS, TYPESCRIPT"
2313,.NET,"GIT,GITLAB"
2314,FULLSTACK,".NET,C#"
2315,GAME,"PYTHON,GOLANG,DART,JAVASCRIPT,C++"
2316,TESTER,"C#,RUBY,JAVA,JAVASCRIPT"
2317,CLOUD,"JAVA, AWS, CLOUD"
2318,FULLSTACK," DRUPAL,  PHP, CSS"
2319,BUSINESS ANALYST,"AGILE, DATABASE, BUSINESS ANALYST"
2320,FULLSTACK,"PYTHON,GOLANG,TEAM LEADER"
2321,TESTER,"JAVASCRIPT,RUBY,PHP,JAVA"
2322,.NET,"GITLAB,CI/CD,ASP.NET"
2323,SOFTWARE," ENGLISH,  EMBEDDED, C LANGUAGE"
2324,BACKEND,"DOCKER,APACHE,GIT,GOLANG,KAFKA,KUBERNETES"
2325,BUSINESS ANALYST,"BUSINESS ANALYST, ENGLISH"
2326,SOFTWARE,"PYTHON,JAVASCRIPT,CSS"
2327,PRODUCT MANAGER," PRODUCT MANAGER,  AGILE, PROJECT MANAGER"
2328,BACKEND," NODEJS,  JAVA, PYTHON,  BACK-END"
2329,TESTER,"KOTLIN,PYTHON,C#,JAVA,JAVASCRIPT,PHP"
2330,TESTER,"AGILE, SCRUM, QA QC"
2331,BUSINESS ANALYST,"TESTER, SQL, BUSINESS ANALYST"
2332,JAVA," PYTHON,  JAVA, ENGLISH"
2333,PHP,"MVC,MYSQL,PHP,SQL"
2334,SOFTWARE,"RUBY,R,C++,JAVA,GOLANG,SQL"
2335,FRONTEND,"HTML5, REACTJS, TYPESCRIPT"
2336,BUSINESS ANALYST,"SPSS,POWER BI,POWERSHELL,MONGODB,EXCEL,TABLEAU"
2337,SOFTWARE ARCHITECT,"TEAM LEADER, SOFTWARE ARCHITECT, PYTHON"
2338,DATA,"KAFKA,SPARK"
2339,GAME,"LUA,PYTHON,C,HTML5,C++"
2340,JAVA," OOP,  JAVA, SPRING"
2341,FRONTEND,"JAVASCRIPT, TYPESCRIPT, ANGULAR"
2342,BUSINESS ANALYST,"PROJECT MANAGER, BUSINESS ANALYST, ENGLISH"
2343,DATA,"NOSQL, SQL, JAVA, KAFKA, ETL"
2344,TESTER,"TESTER,QA QC,AUTOMATION TEST"
2345,SOFTWARE,"GOLANG,R,JAVASCRIPT,C++,C#,SQL"
2346,PHP,"AJAX,MYSQL,PHP,LINUX,JQUERY"
2347,GAME,"PYTHON,GOLANG,JAVA,HTML5,C#"
2348,BACKEND,"DEVOPS, NODEJS, .NET"
2349,GAME,"DART,GOLANG,PYTHON,HTML5"
2350,FRONTEND,"JAVASCRIPT, ANGULAR, AGILE"
2351,FULLSTACK,"AWS,MONIT,NODEJS,REDIS,LINUX"
2352,FRONTEND,"CSS,GIT,GRAPHQL,TYPESCRIPT,JAVASCRIPT"
2353,FULLSTACK,"PHP, ASP.NET, REACTJS"
2354,JAVA,"SQL,JAVA,JAVASCRIPT,JSON,SCALA"
2355,UI/UX DESIGNER,"HTML,SKETCH,CSS,JAVASCRIPT,PHOTOSHOP,XML"
2356,C++,"C/C++, SOCKET.IO, API, MFC, QT FRAMEWORK"
2357,FULLSTACK," BACK-END,  MYSQL, GOLANG,  POSTGRESQL"
2358,PHP,"MYSQL,MVC,AJAX,JQUERY,CSS,PHP"
2359,DATA ANALYST,"JAVA,SYSTEM ADMIN,NOSQL,REACT NATIVE,BUSINESS ANALYST,DATA ANALYST"
2360,UI/UX DESIGNER,"UX/UI DESIGN,PHOTOSHOP,ILLUSTRATOR,SKETCH,AFTER EFFECT,DESIGNER,ADOBE XD"
2361,SOFTWARE," JAVA,  GOLANG, REACTJS"
2362,FULLSTACK,"REACTJS, NODEJS, WEB, NEXTJS"
2363,FULLSTACK," PHP,  JAVASCRIPT, JAVA"
2364,DATA,"DEVOPS, PYTHON, MATLAB"
2365,DATA,"AWS, JAVA, DATABASE"
2366,TESTER,"RUBY,KOTLIN,JAVASCRIPT,C#,PHP,JAVA"
2367,BUSINESS ANALYST,"POWER BI,PYTHON,SAS,POWERSHELL"
2368,TESTER,"TESTER, QA"
2369,JAVA," JAVA SPRING BOOT,  JAVA, SPRING"
2370,SOFTWARE,"OOP, JAVASCRIPT, JAVA"
2371,GAME,"JAVA, GAMES, C++"
2372,SOFTWARE,"JAVASCRIPT,RUBY,C#,R,C++,SQL"
2373,FRONTEND,"HTML, JQUERY, JAVASCRIPT, ENGLISH"
2374,FRONTEND,"REACTJS, TYPESCRIPT, JAVASCRIPT"
2375,SOFTWARE,"GOLANG, JAVA, REACTJS"
2376,QA,"AUTOMATION QA, QA"
2377,FULLSTACK,"JAVASCRIPT, PHP, LARAVEL, TECHNICAL MANAGER, CODEIGNITER"
2378,BUSINESS ANALYST,"DATA, BUSINESS ANALYST, DATA ANALYST"
2379,DATA,"APACHE,PYTHON,SPARK,JAVA,POWER BI,GOLANG"
2380,TESTER,"KOTLIN,PYTHON,C#,PHP,JAVA,JAVASCRIPT"
2381,DATA,"PYTHON, SQL, DATABASE"
2382,BACKEND,"GOLANG,CI/CD,APACHE,SOAP"
2383,JAVA,"KOTLIN,JAVA"
2384,FULLSTACK,"TAILWIND,REACTJS,JWT,LINUX,MONIT"
2385,DEVOPS,"PYTHON,JAVA,PUPPET,SQL,JAVASCRIPT"
2386,MOBILE,"REACT NATIVE,PYTHON,DART,JAVA,C#"
2387,SOFTWARE,"JAVA,JAVASCRIPT,PYTHON,R"
2388,MOBILE,"SWIFT,IOS,MOBILE,ENGLISH"
2389,PROJECT MANAGER," AGILE,  PROJECT MANAGER, TEAM LEADER"
2390,DATABASE ADMINISTRATOR," AGILE,  ORACLE, DATABASE"
2391,BACKEND,"PYTHON,DJANGO, ACCEPTED"
2392,.NET,".NET CORE, .NET, MVC, ENTITY FRAMEWORK"
2393,.NET,"HTML5, JAVASCRIPT, .NET"
2394,JAVA,"JAVASCRIPT,MAVEN,GROOVY,SCALA,JAVA"
2395,UI/UX DESIGNER,"CSS,XML,SKETCH,PHOTOSHOP,ADOBE XD,FIGMA"
2396,TESTER,"KOTLIN,C#,JAVASCRIPT,RUBY,PYTHON"
2397,DATA,"JAVA,SQL,MONGODB,POWER BI"
2398,DEVOPS,"C,JAVA,PHP,GOLANG,RUBY,BASH"
2399,TESTER,"PHP,KOTLIN,C#,JAVASCRIPT,RUBY"
2400,DATA,"JAVA, PYTHON, DATABASE"
2401,BUSINESS ANALYST,"OPERATOR, TECHNICAL CONSULTANT, BUSINESS ANALYST"
2402,SOLUTION ARCHITECT,"JAVA,SPRING,AWS"
2403,PHP,"JQUERY,SQL,AJAX"
2404,.NET," REST API,  C#, SQL SERVER,  BACK-END,  ASP.NET CORE"
2405,MOBILE,"RUBY,C#,KOTLIN,JAVASCRIPT,DART,PYTHON"
2406,FULLSTACK,"GIT,NODEJS,REDIS,RESTFUL APIS"
2407,MOBILE,"SWIFT,ANDROID,IOS,MOBILE,KOTLIN"
2408,SOLUTION ARCHITECT,SOLUTION ARCHITECT
2409,CLOUD,"AZURE, AWS, CLOUD"
2410,MOBILE,"SCALA,SWIFT,C++,JAVA,RUBY"
2411,UI/UX DESIGNER,"DESIGNER,UI-UX"
2412,DEVOPS,"DEVOPS,AWS,CLOUD"
2413,SOFTWARE,"JAVASCRIPT, ASP.NET, C#, WCF, SOFTWARE, .NET"
2414,FULLSTACK,"AWS,LINUX"
2415,MOBILE,"SWIFT,ANDROID,IOS,JAVA,MOBILE"
2416,PHP,"AWS, PHP, AGILE"
2417,SYSTEM,"AWS, SYSTEM, CLOUD"
2418,CLOUD," SOLUTION ARCHITECT,  AWS, CLOUD"
2419,BUSINESS ANALYST,"PROJECT MANAGER, BUSINESS ANALYST, AGILE"
2420,MOBILE,"SCALA,JAVA,RUBY,PYTHON,REACT NATIVE,JAVASCRIPT"
2421,GAME,"C#,C++"
2422,FRONTEND,"REACTJS, NODEJS, JAVASCRIPT, RESTFUL API, HTML & CSS"
2423,DATA ANALYST,"PYTHON,GITHUB,R,C/C++,JULIA"
2424,SECURITY,"CYBERSECURITY,SYSTEM SECURITY"
2425,PRODUCT MANAGER,"BUSINESS ANALYST, PRODUCT MANAGER, ENGLISH"
2426,BACKEND,"DATABASE, GOLANG, C#"
2427,CLOUD," LINUX,  PYTHON, CLOUD"
2428,PHP,"LARAVEL, PHP"
2429,SOFTWARE ARCHITECT,"ANSIBLE, CLOUD, SYSTEM"
2430,PRODUCT MANAGER,"PRODUCT MANAGER,SCRUM,AGILE"
2431,SOFTWARE,"C++,GOLANG,C#,SQL,RUBY,PYTHON"
2432,DATA ANALYST,"C/C++,SCALA,JULIA,POWER BI,PYTHON,GITHUB"
2433,BACKEND,"KUBERNETES,PHP,GIT,APACHE"
2434,FRONTEND,".NET,ANGULAR,REACTJS"
2435,PHP,"PHP,LINUX,MYSQL,SQL"
2436,BLOCKCHAIN,"JAVASCRIPT,PYTHON,NODEJS,REST API,FULL-STACK,REACTJS,BLOCKCHAIN,TYPESCRIPT"
2437,FRONTEND,"JAVASCRIPT, ANGULAR, REACTJS"
2438,DATA ANALYST,"DATA WAREHOUSE, SQL SERVER, DATA REPORTING ANALYST, POWER BI SPECIALIST"
2439,UI/UX DESIGNER,"PHOTOSHOP,CSS,FIGMA,HTML,ADOBE XD"
2440,FULLSTACK,"POSTGRESQL,TAILWIND,JWT,RESTFUL APIS,AWS,MONIT"
2441,SOFTWARE,"JAVA,C#,GOLANG,SQL"
2442,FRONTEND,"TYPESCRIPT,JAVASCRIPT,NEXTJS,GRAPHQL,VITE,CSS"
2443,.NET,"CI/CD,GITLAB,C#,REDIS"
2444,FULLSTACK,"OOP,NODEJS,ANGULAR,TYPESCRIPT"
2445,BACKEND,"OOP,SPRING,JAVA"
2446,FRONTEND,"TYPESCRIPT,JAVASCRIPT,CSS,REACTJS"
2447,TESTER," TESTER,  QA QC, AUTOMATION TEST"
2448,BACKEND," BACK-END,  NODEJS, MONGODB,  NEXTJS,  GRAPHQL"
2449,.NET," AWS,  .NET, ANGULAR"
2450,FRONTEND,"HTML,JAVASCRIPT,REACTJS,VUEJS,GITHUB,TYPESCRIPT"
2451,FULLSTACK," REACTJS,  NODEJS, POSTGRESQL"
2452,UI/UX DESIGNER,"CSS,JAVASCRIPT,XML,ADOBE XD,FIGMA"
2453,MOBILE,"SWIFT,JAVA,SCALA,RUST,JAVASCRIPT,DART"
2454,C++,"C++,ENGLISH,LINUX"
2455,PRODUCT MANAGER,"PRODUCT MANAGER,BUSINESS ANALYST,PROJECT MANAGER"
2456,DATA SCIENTIST,"PYTHON, DATA ANALYST"
2457,TESTER,"C#,JAVA,JAVASCRIPT,PYTHON,KOTLIN"
2458,PHP,"PHP,LARAVEL"
2459,BACKEND,"SPRING, MYSQL, JAVA"
2460,SOFTWARE," SOFTWARE,  NODEJS, REACTJS,  TYPESCRIPT,  NESTJS"
2461,FULLSTACK,"RUBY ON RAILS, PYTHON, NODEJS"
2462,DEVOPS,"PHP,PUPPET,GOLANG,POWERSHELL,JAVA,JAVASCRIPT"
2463,CLOUD," AWS,  CLOUD, DEVOPS"
2464,DATA," AZURE,  SQL SERVER, DATA ANALYTICS,  SSIS,  ETL"
2465,DATA ANALYST,"JAVASCRIPT,JULIA,R,POWER BI,SCALA,MATLAB"
2466,GAME,"C++,C,GOLANG,PYTHON"
2467,FULLSTACK,"POSTGRESQL,MONIT,GIT"
2468,JAVA,"JSON,CSS,HTML,GROOVY"
2469,RUBY,"RUBY, AWS, RUBY ON RAILS"
2470,UI/UX DESIGNER,"PHOTOSHOP,  UX/UI DESIGN, ENGLISH - GOOD"
2471,PROJECT MANAGER," AGILE, SCRUM"
2472,MOBILE,"RUST,RUBY"
2473,SOFTWARE,"C#,HTML5,SQL"
2474,BUSINESS ANALYST,"JAVASCRIPT,POWERSHELL,POWER BI,VISIO,R"
2475,DATA,"POWER BI,SPARK,TABLEAU,JAVA,GOLANG"
2476,DEVOPS,"DEVOPS,AWS,ENGLISH"
2477,SOFTWARE,"C#, JAVASCRIPT, .NET"
2478,SOFTWARE,"JAVASCRIPT, JSON, PHP"
2479,BACKEND,"MYSQL, JAVA, SPRING"
2480,MOBILE,"AGILE, ANDROID, IOS"
2481,SOFTWARE," LINUX,  EMBEDDED, C LANGUAGE"
2482,UI/UX DESIGNER,"ENGLISH, UI-UX, DESIGNER"
2483,SOFTWARE," J2EE,  JAVA, MVC"
2484,FULLSTACK,"MYSQL, JAVASCRIPT, REACTJS"
2485,C/C++,"OOP, LINUX, MYSQL, C/C++, SQL SERVER"
2486,SOFTWARE,"JAVASCRIPT,PYTHON,C++,GOLANG,JAVA,RUBY"
2487,MOBILE,"KOTLIN,SCALA,DART,JAVA"
2488,FULLSTACK,"FULL-STACK, MANAGER, IT MANAGER"
2489,UI/UX DESIGNER,"FIGMA,PHOTOSHOP"
2490,DATA," C++,  PYTHON, C LANGUAGE"
2491,SECURITY,"NETWORK, TCP/IP, DNS, SECURITY"
2492,DATABASE ADMINISTRATOR,"DATABASE,NOSQL,SQL"
2493,FULLSTACK,"GITHUB,MONIT,REDIS,REACTJS,RESTFUL APIS,NODEJS"
2494,BACKEND,"DOCKER,APACHE"
2495,TESTER,"TESTER, QA QC, TEAM LEADER"
2496,TESTER,"JAVASCRIPT,RUBY,C#"
2497,C#,".NET, C#, SQL"
2498,DEVOPS,"PHP,PUPPET,PERL,BASH"
2499,DEVOPS,"JAVA,SQL,PYTHON,BASH,PHP"
2500,PROJECT MANAGER,"MANAGER,PROJECT MANAGER,PRODUCT MANAGER"
2501,BLOCKCHAIN," NODEJS,  JAVASCRIPT, PYTHON,  REACTJS,  FULL-STACK,  REST API,  TYPESCRIPT,  BLOCKCHAIN"
2502,TESTER,"PHP,JAVA"
2503,.NET,"CI/CD,GITLAB,REST,.NET CLI,C#,SQL"
2504,SOFTWARE," REST API,  JAVA, JAVASCRIPT,  BACK-END,  JAVA SPRING"
2505,BUSINESS ANALYST,"PYTHON,POWER BI,TABLEAU,MONGODB,POWERSHELL,R"
2506,TESTER,"C#,PHP,PYTHON,RUBY,JAVASCRIPT,KOTLIN"
2507,BUSINESS ANALYST,"VISIO,JAVASCRIPT,TABLEAU,EXCEL,SPSS,VBA"
2508,BUSINESS ANALYST,"SQL,MONGODB,PYTHON"
2509,BACKEND," .NET,  NODEJS, POSTGRESQL"
2510,FULLSTACK,"REACTJS,GITHUB,POSTGRESQL,REDIS,LINUX,NODEJS"
2511,TESTER," TEAM LEADER,  TESTER, AGILE"
2512,FULLSTACK,"LINUX,JWT,AWS,TAILWIND"
2513,.NET,"REST API, SQL SERVER, C#, ASP.NET CORE, BACK-END"
2514,BACKEND,"KUBERNETES,PHP,KAFKA,SQL,SOAP"
2515,DATABASE ADMINISTRATOR," DATABASE, SQL"
2516,BUSINESS ANALYST,"POWERSHELL,R,PYTHON,EXCEL,SPSS"
2517,MOBILE,"IOS, ANDROID, FLUTTER"
2518,SOFTWARE,"SOFTWARE ARCHITECT,NODEJS,PYTHON"
2520,DATA,"KAFKA,MONGODB,POWER BI,SQL,JAVA"
2521,BACKEND,"PHP,SOAP,APACHE,PYTHON"
2522,MOBILE,"IOS,FLUTTER,SWIFT"
2523,SYSTEM," DATABASE,  JAVASCRIPT, SYSTEM"
2524,SOFTWARE,"RUBY,JAVA,JAVASCRIPT,C#,R"
2525,SYSTEM ADMIN,"AGILE, SYSTEM ADMIN, SQL"
2526,IT HELPDESK," ENGLISH, IT SUPPORT"
2527,BACKEND,"CI/CD,NOSQL,APACHE,DOCKER,PHP"
2528,PHP,"JAVASCRIPT,LINUX,AJAX,PHP,CSS,JQUERY"
2529,PHP,"PHP,MVC,SQL,MYSQL,JQUERY,HTML"
2530,TECHNICAL MANAGER," C LANGUAGE,  EMBEDDED, MANAGER"
2531,DATA ANALYST,"C/C++,PYTHON"
2532,FULLSTACK,"DJANGO, PHP, PYTHON"
2533,FULLSTACK,"JAVASCRIPT, TYPESCRIPT, JAVA"
2534,BACKEND,"SOAP,GIT,APACHE,SQL"
2535,RUBY," TEAM LEADER,  RUBY ON RAILS, SQL"
2536,FULLSTACK,"TAILWIND,AWS,LINUX,GITHUB"
2537,DATA,"SQL, DATABASE, PYTHON"
